基金代码,状态,托管费率,最高申购费率,最高认购费率,最高赎回费率,状态_费率,管理费率,销售服务费率,业绩比较基准,份额规模,发行日期,基金全称,基金托管人,基金简称,基金管理人,基金类型,基金经理人,成立日期/规模,成立来分红,状态_概况,资产规模,跟踪标的
017148（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,0.00%（前端）,,1.20%（每年）,0.35%（每年）,沪深300指数收益率*65%+恒生指数收益率*15%+中债综合财富指数收益率*20%,0.1146亿份（截止至：2025年06月30日）,2022年11月16日,嘉实积极配置一年持有期混合型证券投资基金,邮储银行,嘉实积极配置一年持有混合C,嘉实基金,混合型-偏股,姚志鹏、李涛,2022年11月29日 / 12.835亿份,每份累计0.00元（0次）,,0.13亿元（截止至：2025年06月30日）份额规模0.1146亿份（截止至：2025年06月30日）,该基金无跟踪标的
012917（前端）基金类型混合型-偏股,成功,0.20%（每年）,,1.20%（前端）天天基金优惠费率：0.12%（前端）,,,1.20%（每年）,0.00%（每年）,沪深300指数收益率*70%+中证全债指数收益率*25%+恒生指数收益率(经汇率调整)*5%,5.2286亿份（截止至：2025年09月30日）,2021年08月02日,平安优势领航1年持有期混合型证券投资基金,交通银行,平安优势领航1年持有混合A,平安基金,混合型-偏股,黄维,2021年08月24日 / 9.696亿份,每份累计0.00元（0次）,,5.23亿元（截止至：2025年09月30日）份额规模5.2286亿份（截止至：2025年09月30日）,该基金无跟踪标的
012617（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,1.20%（每年）,0.40%（每年）,沪深300指数*75%+中证全债指数*25%,0.3981亿份（截止至：2025年06月30日）,2009年11月12日,东吴新经济混合型证券投资基金,建设银行,东吴新经济混合C,东吴基金,混合型-偏股,徐慢,2021年06月09日 / --,每份累计0.00元（0次）,,0.32亿元（截止至：2025年06月30日）份额规模0.3981亿份（截止至：2025年06月30日）,该基金无跟踪标的
013642（前端）基金类型股票型,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.50%（每年）,中信成长风格指数收益率*90%+同期银行活期存款利率(税后)*10%,12.3942亿份（截止至：2025年06月30日）,2021年10月11日,博道成长智航股票型证券投资基金,广发证券,博道成长智航股票C,博道基金,股票型,杨梦,2021年10月26日 / 27.934亿份,每份累计0.00元（0次）,,14.16亿元（截止至：2025年06月30日）份额规模12.3942亿份（截止至：2025年06月30日）,该基金无跟踪标的
020137（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,1.20%（每年）,0.40%（每年）,中证医药卫生指数收益率*60%+中证全债指数收益率*20%+中证港股通医药卫生综合指数收益率(经汇率调整)*20%,7.2845亿份（截止至：2025年09月30日）,2023年11月24日,平安医疗健康混合型证券投资基金,中国银行,平安医疗健康混合C,平安基金,混合型-偏股,周思聪,2023年11月28日 / --,每份累计0.00元（0次）,,20.23亿元（截止至：2025年09月30日）份额规模7.2845亿份（截止至：2025年09月30日）,该基金无跟踪标的
920008（前端）基金类型混合型-灵活,成功,0.20%（每年）,,---（前端）,,,1.20%（每年）,0.00%（每年）,中债新综合全价指数收益率*55%+中证800指数收益率*35%+恒生指数收益率*5%+金融机构人民币活期存款基准利率(税后)*5%,1.0473亿份（截止至：2025年09月30日）,2009年07月06日,中金进取回报灵活配置混合型集合资产管理计划,建设银行,中金进取回报混合A,中金公司,混合型-灵活,冯达,2020年12月24日 / --,每份累计0.00元（0次）,,1.32亿元（截止至：2025年09月30日）份额规模1.0473亿份（截止至：2025年09月30日）,该基金无跟踪标的
008888（前端）基金类型指数型-股票,成功,0.10%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,0.50%（每年）,0.30%（每年）,国证半导体芯片指数收益率*95%+人民币活期存款税后利率*5%,78.9129亿份（截止至：2025年06月30日）,2020年05月08日,华夏国证半导体芯片交易型开放式指数证券投资基金发起式联接基金,建设银行,华夏国证半导体芯片ETF联接C,华夏基金,指数型-股票,赵宗庭,2020年06月02日 / 10.280亿份,每份累计0.00元（0次）,,85.32亿元（截止至：2025年06月30日）份额规模78.9129亿份（截止至：2025年06月30日）,国证半导体芯片指数
017846（前端）基金类型指数型-股票,成功,0.20%（每年）,1.20%（前端）,1.00%（前端）,1.50%（前端）,,1.00%（每年）,0.00%（每年）,中证1000指数收益率*95%+同期银行活期存款利率(税后)*5%,1.5041亿份（截止至：2025年06月30日）,2023年03月09日,国金中证1000指数增强型证券投资基金,招商银行,国金中证1000指数增强A,国金基金,指数型-股票,李洪超,2023年03月22日 / 9.393亿份,每份累计0.00元（0次）,,1.64亿元（截止至：2025年06月30日）份额规模1.5041亿份（截止至：2025年06月30日）,中证1000指数
015947（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,1.20%（每年）,0.30%（每年）,沪深300指数收益率*70%+中证全债指数收益率*30%,4.1208亿份（截止至：2025年06月30日）,2020年11月09日,兴业研究精选混合型证券投资基金,浦发银行,兴业研究精选混合C,兴业基金,混合型-偏股,邹慧,2022年06月17日 / --,每份累计0.00元（0次）,,6.01亿元（截止至：2025年06月30日）份额规模4.1208亿份（截止至：2025年06月30日）,该基金无跟踪标的
018216（前端）基金类型混合型-灵活,成功,0.20%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,中证800指数收益率*50%+中债综合财富指数收益率*50%,0.0044亿份（截止至：2025年06月30日）,2023年04月03日,长城久恒灵活配置混合型证券投资基金,建设银行,长城久恒灵活配置混合C,长城基金,混合型-灵活,储雯玉,2023年04月03日 / --,每份累计0.00元（0次）,,0.01亿元（截止至：2025年06月30日）份额规模0.0044亿份（截止至：2025年06月30日）,该基金无跟踪标的
010500（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,1.20%（每年）,0.40%（每年）,中证医药卫生指数收益率×80%+中债综合指数收益率×20%,14.72亿份（截止至：2025年06月30日）,2019年10月14日,中银创新医疗混合型证券投资基金,民生银行,中银创新医疗混合C,中银基金,混合型-偏股,郑宁,2020年10月30日 / --,每份累计0.05元（1次）,,26.86亿元（截止至：2025年06月30日）份额规模14.72亿份（截止至：2025年06月30日）,该基金无跟踪标的
014424（前端）基金类型指数型-海外股票,成功,0.15%（每年）,,1.00%（前端）天天基金优惠费率：0.10%（前端）,,,0.50%（每年）,0.00%（每年）,恒生医疗保健指数收益率(经估值汇率调整后)*95%+银行活期存款利率(税后)*5%,11.9789亿份（截止至：2025年06月30日）,2021年12月13日,博时恒生医疗保健交易型开放式指数证券投资基金发起式联接基金(QDII),农业银行,博时恒生医疗保健ETF发起式联接(QDII)A,博时基金,指数型-海外股票,万琼,2021年12月28日 / 0.361亿份,每份累计0.00元（0次）,,10.60亿元（截止至：2025年06月30日）份额规模11.9789亿份（截止至：2025年06月30日）,恒生医疗保健指数
020087（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,中证数字经济主题指数收益率*70%+恒生指数收益率*10%(经汇率估值调整)+中债综合财富(总值)指数收益率*20%,0.1183亿份（截止至：2025年06月30日）,2024年04月08日,鹏华智投数字经济混合型证券投资基金,农业银行,鹏华智投数字经济混合C,鹏华基金,混合型-偏股,苏俊杰,2024年05月17日 / 2.265亿份,每份累计0.00元（0次）,,0.18亿元（截止至：2025年06月30日）份额规模0.1183亿份（截止至：2025年06月30日）,该基金无跟踪标的
011931（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,0.00%（前端）,,1.20%（每年）,0.70%（每年）,中证800指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,2.833亿份（截止至：2025年06月30日）,2021年08月16日,华夏时代前沿一年持有期混合型证券投资基金,中信银行,华夏时代前沿一年持有混合C,华夏基金,混合型-偏股,屠环宇,2021年08月24日 / 27.700亿份,每份累计0.00元（0次）,,2.50亿元（截止至：2025年06月30日）份额规模2.833亿份（截止至：2025年06月30日）,该基金无跟踪标的
017431（前端）基金类型QDII-普通股票,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,MSCI全球指数(MSCI All Country World Index)收益率*75%+沪深300指数收益率*20%+境内银行活期存款利率(税后)*5%,0.1881亿份（截止至：2025年06月30日）,2023年02月06日,嘉实全球创新龙头股票型证券投资基金(QDII),中国银行,嘉实全球创新龙头股票(QDII)人民币C,嘉实基金,QDII-普通股票,熊昱洲、邓云龙,2023年03月14日 / 3.576亿份,每份累计0.00元（0次）,,0.19亿元（截止至：2025年06月30日）份额规模0.1881亿份（截止至：2025年06月30日）,该基金无跟踪标的
014345（前端）基金类型指数型-股票,成功,0.15%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,0.80%（每年）,0.40%（每年）,中证500指数收益率*95%+银行活期存款利率(税后)*5%,1.4342亿份（截止至：2025年06月30日）,2021年12月20日,鹏华中证500指数增强型证券投资基金,招商银行,鹏华中证500指数增强C,鹏华基金,指数型-股票,苏俊杰,2022年01月11日 / 3.012亿份,每份累计0.00元（0次）,,1.60亿元（截止至：2025年06月30日）份额规模1.4342亿份（截止至：2025年06月30日）,中证500指数
009008（前端）基金类型混合型-偏股,成功,0.20%（每年）,,1.20%（前端）,,,1.20%（每年）,0.00%（每年）,中国战略新兴产业成份指数收益率×65%+恒生指数收益率(经汇率估值调整)×15%+中债总指数收益率×20%,1.6232亿份（截止至：2025年06月30日）,2020年03月03日,平安科技创新混合型证券投资基金,平安银行,平安科技创新混合A,平安基金,混合型-偏股,翟森,2020年03月06日 / 9.907亿份,每份累计0.00元（0次）,,2.35亿元（截止至：2025年06月30日）份额规模1.6232亿份（截止至：2025年06月30日）,该基金无跟踪标的
001744（前端）基金类型混合型-灵活,成功,0.15%（每年）,,1.20%（前端）天天基金优惠费率：0.12%（前端）,,,1.20%（每年）,---（每年）,沪深300指数收益率×60%+中证全债指数×40%,1.7103亿份（截止至：2025年06月30日）,2016年09月06日,诺安进取回报灵活配置混合型证券投资基金,民生银行,诺安进取回报混合,诺安基金,混合型-灵活,吴博俊、杨谷,2016年09月27日 / 3.817亿份,每份累计0.03元（1次）,,2.30亿元（截止至：2025年06月30日）份额规模1.7103亿份（截止至：2025年06月30日）,该基金无跟踪标的
013933（前端）基金类型FOF-进取型,成功,0.10%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,0.50%（每年）,0.40%（每年）,中证800指数收益率*90%+中债-新综合财富(总值)指数收益率*10%,0.0707亿份（截止至：2025年06月30日）,2021年11月01日,工银瑞信睿智进取股票型基金中基金(FOF-LOF),农业银行,工银睿智进取股票(FOF-LOF)C,工银瑞信基金,FOF-进取型,周崟,2021年11月24日 / 3.174亿份,每份累计0.00元（0次）,,0.06亿元（截止至：2025年06月30日）份额规模0.0707亿份（截止至：2025年06月30日）,该基金无跟踪标的
019457（前端）基金类型股票型,成功,0.20%（每年）,,1.20%（前端）天天基金优惠费率：0.12%（前端）,,,1.20%（每年）,0.00%（每年）,中证智能制造主题指数收益率*85%+中证全债指数收益率*10%+恒生指数收益率(经汇率调整)*5%,2.654亿份（截止至：2025年06月30日）,2023年10月09日,平安先进制造主题股票型发起式证券投资基金,招商银行,平安先进制造主题股票发起A,平安基金,股票型,张荫先,2023年10月24日 / 0.111亿份,每份累计0.00元（0次）,,4.30亿元（截止至：2025年06月30日）份额规模2.654亿份（截止至：2025年06月30日）,该基金无跟踪标的
020227（前端）基金类型指数型-股票,成功,0.10%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,0.50%（每年）,0.20%（每年）,中证全指集成电路指数收益率*95%+银行活期存款利率(税后)*5%,0.1555亿份（截止至：2025年06月30日）,2023年12月06日,国泰中证全指集成电路交易型开放式指数证券投资基金发起式联接基金,中信建投,国泰中证全指集成电路ETF发起联接C,国泰基金,指数型-股票,吴可凡,2023年12月07日 / 0.100亿份,每份累计0.00元（0次）,,0.19亿元（截止至：2025年06月30日）份额规模0.1555亿份（截止至：2025年06月30日）,中证全指集成电路指数
